"","Reason","year","Age","Male","Female","Total"
"21340","Short-term Visitors",2006,"69 s",114,174,288
"21341","Short-term Visitors",2007,"69 s",97,140,237
"21342","Short-term Visitors",2008,"69 s",42,45,87
"21343","Short-term Visitors",2009,"69 s",40,57,97
"21344","Short-term Visitors",2010,"69 s",31,60,91
"21345","Short-term Visitors",2011,"69 s",45,96,141
"21346","Short-term Visitors",2012,"69 s",26,47,73
"21347","Short-term Visitors",2013,"69 s",29,36,65
"21348","Short-term Visitors",2014,"69 s",27,46,73
"21349","Short-term Visitors",2015,"69 s",37,48,85
"21350","Short-term Visitors",2016,"69 s",35,57,92
"21351","Short-term Visitors",2017,"69 s",22,47,69
"21352","Short-term Visitors",2018,"69 s",30,44,74
"21353","Short-term Visitors",2019,"69 s",29,44,73
"21354","Short-term Employment",2000,"69 s",0,0,0
"21355","Short-term Employment",2001,"69 s",0,0,0
"21356","Short-term Employment",2002,"69 s",0,0,0
"21357","Short-term Employment",2003,"69 s",0,0,0
"21358","Short-term Employment",2004,"69 s",0,0,0
"21359","Short-term Employment",2005,"69 s",1,0,1
"21360","Short-term Employment",2006,"69 s",1,0,1
"21361","Short-term Employment",2007,"69 s",0,0,0
"21362","Short-term Employment",2008,"69 s",0,0,0
"21363","Short-term Employment",2009,"69 s",0,0,0
"21364","Short-term Employment",2010,"69 s",0,0,0
"21365","Short-term Employment",2019,"69 s",1,0,1
"21366","Job Seeking",2000,"69 s",0,0,0
"21367","Job Seeking",2001,"69 s",0,0,0
"21368","Job Seeking",2002,"69 s",0,0,0
"21369","Job Seeking",2003,"69 s",0,0,0
"21370","Job Seeking",2004,"69 s",0,0,0
"21371","Job Seeking",2005,"69 s",0,0,0
"21372","Job Seeking",2006,"69 s",0,0,0
"21373","Job Seeking",2007,"69 s",0,0,0
"21374","Job Seeking",2008,"69 s",0,0,0
"21375","Job Seeking",2009,"69 s",0,0,0
"21376","Job Seeking",2010,"69 s",0,0,0
"21377","study",2000,"69 s",0,0,0
"21378","study",2001,"69 s",0,0,0
"21379","study",2002,"69 s",0,0,0
"21380","study",2003,"69 s",0,0,0
"21381","study",2004,"69 s",0,0,0
"21382","study",2005,"69 s",0,1,1
"21383","study",2006,"69 s",0,0,0
"21384","study",2007,"69 s",0,0,0
"21385","study",2008,"69 s",0,0,0
"21386","study",2009,"69 s",0,0,0
"21387","study",2010,"69 s",0,0,0
"21388","study",2016,"69 s",1,0,1
"21389","General Trainees",2000,"69 s",0,0,0
"21390","General Trainees",2001,"69 s",0,0,0
"21391","General Trainees",2002,"69 s",0,0,0
"21392","General Trainees",2003,"69 s",0,0,0
"21393","General Trainees",2004,"69 s",0,0,0
"21394","General Trainees",2005,"69 s",0,0,0
"21395","General Trainees",2006,"69 s",0,0,0
"21396","General Trainees",2007,"69 s",0,0,0
"21397","General Trainees",2008,"69 s",0,0,0
"21398","General Trainees",2009,"69 s",0,0,0
"21399","General Trainees",2010,"69 s",0,2,2
"21400","General Trainees",2016,"69 s",1,0,1
"21401","General Trainees",2019,"69 s",0,1,1
"21402","Religious Activities",2000,"69 s",1,3,4
"21403","Religious Activities",2001,"69 s",2,4,6
"21404","Religious Activities",2002,"69 s",1,0,1
"21405","Religious Activities",2003,"69 s",2,1,3
"21406","Religious Activities",2004,"69 s",1,1,2
"21407","Religious Activities",2005,"69 s",3,1,4
"21408","Religious Activities",2006,"69 s",2,1,3
"21409","Religious Activities",2007,"69 s",1,0,1
"21410","Religious Activities",2008,"69 s",3,0,3
"21411","Religious Activities",2009,"69 s",2,0,2
"21412","Religious Activities",2010,"69 s",2,0,2
"21413","Religious Activities",2011,"69 s",5,1,6
"21414","Religious Activities",2013,"69 s",4,0,4
"21415","Religious Activities",2014,"69 s",2,0,2
"21416","Religious Activities",2015,"69 s",1,0,1
"21417","Religious Activities",2016,"69 s",1,0,1
"21418","Religious Activities",2017,"69 s",2,3,5
"21419","Religious Activities",2018,"69 s",4,0,4
"21420","Religious Activities",2019,"69 s",0,1,1
"21421","Investors",2000,"69 s",0,0,0
"21422","Investors",2001,"69 s",1,0,1
"21423","Investors",2002,"69 s",0,0,0
"21424","Investors",2003,"69 s",0,0,0
"21425","Investors",2004,"69 s",3,0,3
"21426","Investors",2005,"69 s",4,0,4
"21427","Investors",2006,"69 s",0,0,0
"21428","Investors",2007,"69 s",0,0,0
"21429","Investors",2008,"69 s",0,0,0
"21430","Investors",2009,"69 s",0,0,0
"21431","Investors",2010,"69 s",0,0,0
"21432","Investors",2012,"69 s",1,NA,1
"21433","Trade and Business",2000,"69 s",0,0,0
"21434","Trade and Business",2001,"69 s",0,0,0
"21435","Trade and Business",2002,"69 s",0,0,0
"21436","Trade and Business",2003,"69 s",2,0,2
"21437","Trade and Business",2004,"69 s",0,0,0
"21438","Trade and Business",2005,"69 s",2,0,2
"21439","Trade and Business",2006,"69 s",1,0,1
"21440","Trade and Business",2007,"69 s",0,0,0
"21441","Trade and Business",2008,"69 s",1,0,1
"21442","Trade and Business",2009,"69 s",0,0,0
"21443","Trade and Business",2010,"69 s",0,0,0
"21444","Trade and Business",2011,"69 s",2,NA,2
"21445","Trade and Business",2012,"69 s",1,NA,1
"21446","Trade and Business",2013,"69 s",6,0,6
"21447","Trade and Business",2014,"69 s",2,0,2
"21448","Trade and Business",2015,"69 s",2,0,2
"21449","Trade and Business",2016,"69 s",1,0,1
"21450","Trade and Business",2018,"69 s",2,0,2
"21451","Trade and Business",2019,"69 s",1,0,1
"21452","Research",2000,"69 s",0,0,0
"21453","Research",2001,"69 s",0,0,0
"21454","Research",2002,"69 s",0,0,0
"21455","Research",2003,"69 s",1,0,1
"21456","Research",2004,"69 s",1,0,1
"21457","Research",2005,"69 s",1,0,1
"21458","Research",2006,"69 s",0,0,0
"21459","Research",2007,"69 s",0,0,0
"21460","Research",2008,"69 s",1,0,1
"21461","Research",2009,"69 s",0,0,0
"21462","Research",2010,"69 s",0,0,0
"21463","Research",2013,"69 s",1,0,1
"21464","Art and Entertainment",2000,"69 s",0,0,0
"21465","Art and Entertainment",2001,"69 s",0,0,0
"21466","Art and Entertainment",2002,"69 s",0,0,0
"21467","Art and Entertainment",2003,"69 s",0,0,0
"21468","Art and Entertainment",2004,"69 s",0,0,0
"21469","Art and Entertainment",2005,"69 s",0,0,0
"21470","Art and Entertainment",2006,"69 s",0,0,0
"21471","Art and Entertainment",2007,"69 s",0,0,0
"21472","Art and Entertainment",2008,"69 s",0,0,0
"21473","Art and Entertainment",2009,"69 s",0,0,0
"21474","Art and Entertainment",2010,"69 s",1,0,1
"21475","Art and Entertainment",2019,"69 s",1,0,1
"21476","Unskilled Employment",2000,"69 s",0,0,0
"21477","Unskilled Employment",2001,"69 s",0,0,0
"21478","Unskilled Employment",2002,"69 s",0,0,0
"21479","Unskilled Employment",2003,"69 s",0,0,0
"21480","Unskilled Employment",2004,"69 s",0,0,0
"21481","Unskilled Employment",2005,"69 s",1,0,1
"21482","Unskilled Employment",2006,"69 s",0,0,0
"21483","Unskilled Employment",2007,"69 s",1,0,1
"21484","Unskilled Employment",2008,"69 s",0,0,0
"21485","Unskilled Employment",2009,"69 s",0,0,0
"21486","Unskilled Employment",2010,"69 s",0,0,0
"21487","Visiting and Joining Family",2000,"69 s",30,29,59
"21488","Visiting and Joining Family",2001,"69 s",51,24,75
"21489","Visiting and Joining Family",2002,"69 s",30,13,43
"21490","Visiting and Joining Family",2003,"69 s",13,9,22
"21491","Visiting and Joining Family",2004,"69 s",24,12,36
"21492","Visiting and Joining Family",2005,"69 s",55,34,89
"21493","Visiting and Joining Family",2006,"69 s",63,46,109
"21494","Visiting and Joining Family",2007,"69 s",33,51,84
"21495","Visiting and Joining Family",2008,"69 s",24,34,58
"21496","Visiting and Joining Family",2009,"69 s",10,12,22
"21497","Visiting and Joining Family",2010,"69 s",3,5,8
"21498","Visiting and Joining Family",2011,"69 s",15,29,44
"21499","Visiting and Joining Family",2012,"69 s",65,113,178
"21500","Visiting and Joining Family",2013,"69 s",47,87,134
"21501","Visiting and Joining Family",2014,"69 s",18,22,40
"21502","Visiting and Joining Family",2015,"69 s",19,15,34
"21503","Visiting and Joining Family",2016,"69 s",24,29,53
"21504","Visiting and Joining Family",2017,"69 s",22,27,49
"21505","Visiting and Joining Family",2018,"69 s",24,31,55
"21506","Visiting and Joining Family",2019,"69 s",29,27,56
"21507","Overseas Koreans",2000,"69 s",2,2,4
"21508","Overseas Koreans",2001,"69 s",5,5,10
"21509","Overseas Koreans",2002,"69 s",4,14,18
"21510","Overseas Koreans",2003,"69 s",12,3,15
"21511","Overseas Koreans",2004,"69 s",12,11,23
"21512","Overseas Koreans",2005,"69 s",11,14,25
"21513","Overseas Koreans",2006,"69 s",12,16,28
"21514","Overseas Koreans",2007,"69 s",20,17,37
"21515","Overseas Koreans",2008,"69 s",27,25,52
"21516","Overseas Koreans",2009,"69 s",27,26,53
"21517","Overseas Koreans",2010,"69 s",31,26,57
"21518","Overseas Koreans",2011,"69 s",54,40,94
"21519","Overseas Koreans",2012,"69 s",86,89,175
"21520","Overseas Koreans",2013,"69 s",156,147,303
"21521","Overseas Koreans",2014,"69 s",267,303,570
"21522","Overseas Koreans",2015,"69 s",361,432,793
"21523","Overseas Koreans",2016,"69 s",439,592,1031
"21524","Overseas Koreans",2017,"69 s",416,548,964
"21525","Overseas Koreans",2018,"69 s",485,652,1137
"21526","Overseas Koreans",2019,"69 s",510,726,1236
"21527","Permanent Residence",2000,"69 s",0,0,0
"21528","Permanent Residence",2001,"69 s",0,0,0
"21529","Permanent Residence",2002,"69 s",0,0,0
"21530","Permanent Residence",2003,"69 s",1,3,4
"21531","Permanent Residence",2004,"69 s",3,3,6
"21532","Permanent Residence",2005,"69 s",2,5,7
"21533","Permanent Residence",2006,"69 s",1,1,2
"21534","Permanent Residence",2007,"69 s",3,4,7
"21535","Permanent Residence",2008,"69 s",4,3,7
"21536","Permanent Residence",2009,"69 s",1,1,2
"21537","Permanent Residence",2010,"69 s",3,2,5
"21538","Permanent Residence",2011,"69 s",1,6,7
"21539","Permanent Residence",2012,"69 s",7,4,11
"21540","Permanent Residence",2013,"69 s",9,4,13
"21541","Permanent Residence",2014,"69 s",11,10,21
"21542","Permanent Residence",2015,"69 s",11,11,22
"21543","Permanent Residence",2016,"69 s",14,13,27
"21544","Permanent Residence",2017,"69 s",16,16,32
"21545","Permanent Residence",2018,"69 s",21,26,47
"21546","Permanent Residence",2019,"69 s",30,27,57
"21547","Marriage Immigration",2012,"69 s",3,3,6
"21548","Marriage Immigration",2013,"69 s",3,2,5
"21549","Marriage Immigration",2014,"69 s",8,4,12
"21550","Marriage Immigration",2015,"69 s",3,1,4
"21551","Marriage Immigration",2016,"69 s",4,2,6
"21552","Marriage Immigration",2017,"69 s",14,1,15
"21553","Marriage Immigration",2018,"69 s",6,0,6
"21554","Marriage Immigration",2019,"69 s",17,2,19
"21555","Total",2000,"70 s",136,116,252
"21556","Total",2001,"70 s",123,86,209
"21557","Total",2002,"70 s",112,108,220
"21558","Total",2003,"70 s",119,144,263
"21559","Total",2004,"70 s",161,172,333
"21560","Total",2005,"70 s",199,238,437
"21561","Total",2006,"70 s",172,223,395
"21562","Total",2007,"70 s",209,258,467
"21563","Total",2008,"70 s",233,314,547
"21564","Total",2009,"70 s",229,184,413
"21565","Total",2010,"70 s",185,219,404
"21566","Total",2011,"70 s",262,294,556
"21567","Total",2012,"70 s",278,354,632
"21568","Total",2013,"70 s",272,361,633
"21569","Total",2014,"70 s",336,457,793
"21570","Total",2015,"70 s",327,489,816
"21571","Total",2016,"70 s",444,542,986
"21572","Total",2017,"70 s",496,636,1132
"21573","Total",2018,"70 s",462,666,1128
"21574","Total",2019,"70 s",509,720,1229
"21575","Sightseeing Pass",2000,"70 s",33,16,49
"21576","Sightseeing Pass",2001,"70 s",40,22,62
"21577","Sightseeing Pass",2002,"70 s",35,16,51
"21578","Sightseeing Pass",2003,"70 s",24,23,47
"21579","Sightseeing Pass",2004,"70 s",32,30,62
"21580","Sightseeing Pass",2005,"70 s",29,23,52
"21581","Sightseeing Pass",2006,"70 s",25,16,41
"21582","Sightseeing Pass",2007,"70 s",16,13,29
"21583","Sightseeing Pass",2008,"70 s",18,18,36
"21584","Sightseeing Pass",2009,"70 s",32,29,61
"21585","Sightseeing Pass",2010,"70 s",24,32,56
"21586","Sightseeing Pass",2011,"70 s",39,46,85
"21587","Sightseeing Pass",2012,"70 s",43,48,91
"21588","Sightseeing Pass",2013,"70 s",31,33,64
"21589","Sightseeing Pass",2014,"70 s",31,30,61
"21590","Sightseeing Pass",2015,"70 s",23,40,63
"21591","Sightseeing Pass",2016,"70 s",39,38,77
"21592","Sightseeing Pass",2017,"70 s",37,29,66
"21593","Sightseeing Pass",2018,"70 s",28,46,74
"21594","Sightseeing Pass",2019,"70 s",28,33,61
"21595","Short-term Business",2000,"70 s",2,1,3
"21596","Short-term Business",2001,"70 s",2,0,2
"21597","Short-term Business",2002,"70 s",1,1,2
"21598","Short-term Business",2003,"70 s",4,0,4
"21599","Short-term Business",2004,"70 s",1,1,2
"21600","Short-term Business",2005,"70 s",3,1,4
"21601","Short-term Business",2006,"70 s",3,2,5
"21602","Short-term Business",2007,"70 s",1,2,3
"21603","Short-term Business",2008,"70 s",2,1,3
"21604","Short-term Business",2009,"70 s",1,0,1
"21605","Short-term Business",2010,"70 s",0,0,0
"21606","Short-term Business",2011,"70 s",1,NA,1
"21607","Short-term Visitors",2000,"70 s",49,63,112
"21608","Short-term Visitors",2001,"70 s",33,28,61
"21609","Short-term Visitors",2002,"70 s",34,53,87
"21610","Short-term Visitors",2003,"70 s",64,71,135
"21611","Short-term Visitors",2004,"70 s",79,102,181
"21612","Short-term Visitors",2005,"70 s",96,158,254
"21613","Short-term Visitors",2006,"70 s",72,138,210
"21614","Short-term Visitors",2007,"70 s",70,110,180
"21615","Short-term Visitors",2008,"70 s",23,59,82
"21616","Short-term Visitors",2009,"70 s",43,43,86
"21617","Short-term Visitors",2010,"70 s",37,76,113
"21618","Short-term Visitors",2011,"70 s",47,92,139
"21619","Short-term Visitors",2012,"70 s",20,34,54
"21620","Short-term Visitors",2013,"70 s",29,38,67
"21621","Short-term Visitors",2014,"70 s",26,39,65
"21622","Short-term Visitors",2015,"70 s",20,29,49
"21623","Short-term Visitors",2016,"70 s",30,36,66
"21624","Short-term Visitors",2017,"70 s",28,29,57
"21625","Short-term Visitors",2018,"70 s",29,46,75
"21626","Short-term Visitors",2019,"70 s",16,52,68
"21627","Short-term Employment",2000,"70 s",0,1,1
"21628","Short-term Employment",2001,"70 s",1,0,1
"21629","Short-term Employment",2002,"70 s",0,0,0
"21630","Short-term Employment",2003,"70 s",0,0,0
"21631","Short-term Employment",2004,"70 s",0,0,0
"21632","Short-term Employment",2005,"70 s",0,0,0
"21633","Short-term Employment",2006,"70 s",0,0,0
"21634","Short-term Employment",2007,"70 s",0,0,0
"21635","Short-term Employment",2008,"70 s",0,0,0
"21636","Short-term Employment",2009,"70 s",0,0,0
"21637","Short-term Employment",2010,"70 s",0,0,0
"21638","Job Seeking",2000,"70 s",0,0,0
"21639","Job Seeking",2001,"70 s",0,0,0
"21640","Job Seeking",2002,"70 s",0,0,0
"21641","Job Seeking",2003,"70 s",0,0,0
"21642","Job Seeking",2004,"70 s",0,0,0
"21643","Job Seeking",2005,"70 s",0,0,0
"21644","Job Seeking",2006,"70 s",0,0,0
"21645","Job Seeking",2007,"70 s",0,0,0
"21646","Job Seeking",2008,"70 s",0,0,0
"21647","Job Seeking",2009,"70 s",0,0,0
"21648","Job Seeking",2010,"70 s",0,0,0
"21649","study",2000,"70 s",0,0,0
"21650","study",2001,"70 s",0,0,0
"21651","study",2002,"70 s",0,0,0
"21652","study",2003,"70 s",0,0,0
"21653","study",2004,"70 s",0,0,0
"21654","study",2005,"70 s",0,0,0
"21655","study",2006,"70 s",0,0,0
"21656","study",2007,"70 s",0,0,0
"21657","study",2008,"70 s",0,0,0
"21658","study",2009,"70 s",0,0,0
"21659","study",2010,"70 s",0,0,0
"21660","General Trainees",2000,"70 s",0,0,0
"21661","General Trainees",2001,"70 s",0,0,0
"21662","General Trainees",2002,"70 s",0,0,0
"21663","General Trainees",2003,"70 s",0,0,0
"21664","General Trainees",2004,"70 s",0,0,0
"21665","General Trainees",2005,"70 s",0,0,0
"21666","General Trainees",2006,"70 s",1,0,1
"21667","General Trainees",2007,"70 s",0,0,0
"21668","General Trainees",2008,"70 s",0,0,0
"21669","General Trainees",2009,"70 s",0,0,0
"21670","General Trainees",2010,"70 s",0,0,0
"21671","General Trainees",2016,"70 s",0,1,1
"21672","Religious Activities",2000,"70 s",2,0,2
"21673","Religious Activities",2001,"70 s",1,1,2
"21674","Religious Activities",2002,"70 s",1,1,2
"21675","Religious Activities",2003,"70 s",1,1,2
"21676","Religious Activities",2004,"70 s",3,1,4
"21677","Religious Activities",2005,"70 s",1,0,1
"21678","Religious Activities",2006,"70 s",2,0,2
"21679","Religious Activities",2007,"70 s",3,1,4
"21680","Religious Activities",2008,"70 s",0,1,1
"21681","Religious Activities",2009,"70 s",1,0,1
"21682","Religious Activities",2010,"70 s",1,0,1
"21683","Religious Activities",2011,"70 s",3,NA,3
"21684","Religious Activities",2012,"70 s",1,NA,1
"21685","Religious Activities",2013,"70 s",1,1,2
"21686","Religious Activities",2014,"70 s",2,3,5
"21687","Religious Activities",2016,"70 s",2,0,2
"21688","Religious Activities",2017,"70 s",1,1,2
"21689","Religious Activities",2018,"70 s",0,2,2
"21690","Religious Activities",2019,"70 s",0,2,2
"21691","Investors",2000,"70 s",0,0,0
"21692","Investors",2001,"70 s",0,0,0
"21693","Investors",2002,"70 s",0,0,0
"21694","Investors",2003,"70 s",1,0,1
"21695","Investors",2004,"70 s",0,0,0
"21696","Investors",2005,"70 s",1,0,1
"21697","Investors",2006,"70 s",0,0,0
"21698","Investors",2007,"70 s",0,0,0
"21699","Investors",2008,"70 s",0,0,0
"21700","Investors",2009,"70 s",0,0,0
"21701","Investors",2010,"70 s",0,0,0
"21702","Investors",2013,"70 s",1,1,2
"21703","Trade and Business",2000,"70 s",1,0,1
"21704","Trade and Business",2001,"70 s",0,0,0
"21705","Trade and Business",2002,"70 s",0,0,0
"21706","Trade and Business",2003,"70 s",1,0,1
"21707","Trade and Business",2004,"70 s",0,0,0
"21708","Trade and Business",2005,"70 s",0,0,0
"21709","Trade and Business",2006,"70 s",0,0,0
"21710","Trade and Business",2007,"70 s",1,0,1
"21711","Trade and Business",2008,"70 s",1,0,1
"21712","Trade and Business",2009,"70 s",0,0,0
"21713","Trade and Business",2010,"70 s",1,0,1
"21714","Trade and Business",2011,"70 s",1,NA,1
"21715","Trade and Business",2012,"70 s",1,NA,1
"21716","Trade and Business",2013,"70 s",1,0,1
"21717","Trade and Business",2017,"70 s",3,0,3
"21718","Trade and Business",2018,"70 s",3,0,3
"21719","Trade and Business",2019,"70 s",3,0,3
"21720","Research",2000,"70 s",2,0,2
"21721","Research",2001,"70 s",0,0,0
"21722","Research",2002,"70 s",1,0,1
"21723","Research",2003,"70 s",0,0,0
"21724","Research",2004,"70 s",2,0,2
"21725","Research",2005,"70 s",0,0,0
"21726","Research",2006,"70 s",1,0,1
"21727","Research",2007,"70 s",0,0,0
"21728","Research",2008,"70 s",0,0,0
"21729","Research",2009,"70 s",0,0,0
"21730","Research",2010,"70 s",0,0,0
"21731","Research",2014,"70 s",1,0,1
"21732","Research",2015,"70 s",1,0,1
"21733","Research",2016,"70 s",1,0,1
"21734","Research",2017,"70 s",1,0,1
"21735","Art and Entertainment",2000,"70 s",0,0,0
"21736","Art and Entertainment",2001,"70 s",1,0,1
"21737","Art and Entertainment",2002,"70 s",0,0,0
"21738","Art and Entertainment",2003,"70 s",0,0,0
"21739","Art and Entertainment",2004,"70 s",0,0,0
"21740","Art and Entertainment",2005,"70 s",0,0,0
"21741","Art and Entertainment",2006,"70 s",1,0,1
"21742","Art and Entertainment",2007,"70 s",0,0,0
"21743","Art and Entertainment",2008,"70 s",0,0,0
"21744","Art and Entertainment",2009,"70 s",0,0,0
"21745","Art and Entertainment",2010,"70 s",0,0,0
"21746","Art and Entertainment",2011,"70 s",1,NA,1
"21747","Unskilled Employment",2000,"70 s",0,0,0
"21748","Unskilled Employment",2001,"70 s",0,0,0
"21749","Unskilled Employment",2002,"70 s",0,0,0
"21750","Unskilled Employment",2003,"70 s",0,0,0
"21751","Unskilled Employment",2004,"70 s",2,0,2
"21752","Unskilled Employment",2005,"70 s",1,0,1
"21753","Unskilled Employment",2006,"70 s",0,0,0
"21754","Unskilled Employment",2007,"70 s",0,0,0
